split_id,training_blocks,validation_blocks,selected_candidate,training_sharpe,validation_sharpe,validation_rank,validation_candidate_count,validation_percentile,logit
23,"(0, 1, 3, 4, 7)","(2, 5, 6, 8, 9)",20260910_S003_EX07:M05,4.392113186037843,5.525433986785133,1,142,1.0,5.645446897643239
24,"(0, 1, 3, 4, 8)","(2, 5, 6, 7, 9)",20260910_S003_EX07:M05,4.919620366941961,5.09816640108106,1,142,1.0,5.645446897643239
25,"(0, 1, 3, 4, 9)","(2, 5, 6, 7, 8)",20260910_S003_EX07:M05,4.745397870352788,5.172196715206209,1,142,1.0,5.645446897643239
26,"(0, 1, 3, 5, 6)","(2, 4, 7, 8, 9)",20260910_S003_EX07:M05,4.766410598354887,5.144813681464027,1,142,1.0,5.645446897643239
27,"(0, 1, 3, 5, 7)","(2, 4, 6, 8, 9)",20260910_S003_EX07:M05,4.598214160553731,5.303268130396716,1,142,1.0,5.645446897643239
28,"(0, 1, 3, 5, 8)","(2, 4, 6, 7, 9)",20260910_S003_EX07:M05,5.08785622320305,4.8531481391943245,1,142,1.0,5.645446897643239
29,"(0, 1, 3, 5, 9)","(2, 4, 6, 7, 8)",20260910_S003_EX07:M05,4.965567242807103,4.950246146604396,1,142,1.0,5.645446897643239
30,"(0, 1, 3, 6, 7)","(2, 4, 5, 8, 9)",20260910_S003_EX07:M05,4.282081231728669,5.5781331632468145,1,142,1.0,5.645446897643239
31,"(0, 1, 3, 6, 8)","(2, 4, 5, 7, 9)",20260910_S003_EX07:M05,4.7844377061088785,5.13476506677261,1,142,1.0,5.645446897643239
32,"(0, 1, 3, 6, 9)","(2, 4, 5, 7, 8)",20260910_S003_EX07:M05,4.674809844003993,5.243352224129494,1,142,1.0,5.645446897643239
33,"(0, 1, 3, 7, 8)","(2, 4, 5, 6, 9)",20260910_S003_EX07:M05,4.618211444139967,5.29383393727068,1,142,1.0,5.645446897643239
34,"(0, 1, 3, 7, 9)","(2, 4, 5, 6, 8)",20260910_S003_EX07:M05,4.501926580571947,5.397559822531777,1,142,1.0,5.645446897643239
35,"(0, 1, 3, 8, 9)","(2, 4, 5, 6, 7)",20260910_S003_EX07:M05,4.978014884444067,4.9358600884519115,1,142,1.0,5.645446897643239
36,"(0, 1, 4, 5, 6)","(2, 3, 7, 8, 9)",20260910_S003_EX07:M05,4.897036705272333,5.018196033942493,1,142,1.0,5.645446897643239
37,"(0, 1, 4, 5, 7)","(2, 3, 6, 8, 9)",20260910_S003_EX07:M05,4.731906546260714,5.179070809531541,1,142,1.0,5.645446897643239
38,"(0, 1, 4, 5, 8)","(2, 3, 6, 7, 9)",20260910_S003_EX07:M05,5.212588857415191,4.722174068907071,1,142,1.0,5.645446897643239
39,"(0, 1, 4, 5, 9)","(2, 3, 6, 7, 8)",20260910_S003_EX07:M05,5.092813772356027,4.820368657060754,1,142,1.0,5.645446897643239
